etf,ticker,name,weight_pct,sector,location
EMRG,OTP,OTP BANK,0.26,Financials,Hungary
EMRG,2345,ACCTON TECHNOLOGY CORP,0.26,Information Technology,Taiwan
EMRG,055550,SHINHAN FINANCIAL GROUP LTD,0.26,Financials,Korea (South)
EMRG,BAJFINANCE,BAJAJ FINANCE LTD,0.25,Financials,India
EMRG,2891,CTBC FINANCIAL HOLDING LTD,0.25,Financials,Taiwan
EMRG,LT,LARSEN AND TOUBRO LTD,0.25,Industrials,India
EMRG,2899,ZIJIN MINING GROUP LTD H,0.25,Materials,China
EMRG,3037,UNIMICRON TECHNOLOGY CORP,0.24,Information Technology,Taiwan
EMRG,2382,QUANTA COMPUTER INC,0.24,Information Technology,Taiwan
EMRG,FSR,FIRSTRAND LTD,0.24,Financials,South Africa
EMRG,2628,CHINA LIFE INSURANCE LTD H,0.23,Financials,China
EMRG,SBK,STANDARD BANK GROUP,0.23,Financials,South Africa
EMRG,NBK,NATIONAL BANK OF KUWAIT,0.22,Financials,Kuwait
EMRG,VAL,VALTERRA PLATINUM LTD,0.22,Materials,South Africa
EMRG,TCS,TATA CONSULTANCY SERVICES LTD,0.22,Information Technology,India
EMRG,3968,CHINA MERCHANTS BANK LTD H,0.22,Financials,China
EMRG,1211,SAUDI ARABIAN MINING,0.22,Materials,Saudi Arabia
EMRG,AMXB,AMERICA MOVIL B,0.22,Communication,Mexico
EMRG,000270,KIA CORPORATION CORP,0.21,Consumer Discretionary,Korea (South)
EMRG,PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,0.21,Financials,Poland
EMRG,2881,FUBON FINANCIAL HOLDING LTD,0.21,Financials,Taiwan
EMRG,3017,ASIA VITAL COMPONENTS LTD,0.21,Information Technology,Taiwan
EMRG,BAP,CREDICORP LTD,0.21,Financials,Peru
EMRG,FAB,FIRST ABU DHABI BANK,0.2,Financials,United Arab Emirates
EMRG,086790,HANA FINANCIAL GROUP INC,0.2,Financials,Korea (South)
EMRG,QNBK,QATAR NATIONAL BANK,0.2,Financials,Qatar
EMRG,7010,SAUDI TELECOM,0.2,Communication,Saudi Arabia
EMRG,2303,UNITED MICRO ELECTRONICS CORP,0.2,Information Technology,Taiwan
EMRG,CPI,CAPITEC LTD,0.2,Financials,South Africa
EMRG,EMAAR,EMAAR PROPERTIES,0.19,Real Estate,United Arab Emirates
EMRG,KOTAKBANK,KOTAK MAHINDRA BANK LTD,0.19,Financials,India
EMRG,2360,CHROMA ATE INC,0.19,Information Technology,Taiwan
EMRG,2882,CATHAY FINANCIAL HOLDING LTD,0.19,Financials,Taiwan
EMRG,SBIN,STATE BANK OF INDIA,0.19,Financials,India
EMRG,009150,SAMSUNG ELECTRO MECHANICS LTD,0.19,Information Technology,Korea (South)
EMRG,BBDC4,BANCO BRADESCO PREF SA,0.19,Financials,Brazil
EMRG,MTN,MTN GROUP LTD,0.19,Communication,South Africa
EMRG,BBCA,BANK CENTRAL ASIA,0.19,Financials,Indonesia
EMRG,175,GEELY AUTOMOBILE HOLDINGS LTD,0.18,Consumer Discretionary,China
EMRG,B3SA3,B3 BRASIL BOLSA BALCAO SA,0.18,Financials,Brazil
EMRG,FEMSAUBD,FOMENTO ECONOMICO MEXICANO,0.18,Consumer Staples,Mexico
EMRG,068270,CELLTRION INC,0.18,Health Care,Korea (South)
EMRG,1288,AGRICULTURAL BANK OF CHINA LTD H,0.18,Financials,China
EMRG,6160,BEONE MEDICINES AG,0.18,Health Care,China
EMRG,PKN,ORLEN SA,0.18,Energy,Poland
EMRG,HINDUNILVR,HINDUSTAN UNILEVER LTD,0.17,Consumer Staples,India
EMRG,1088,CHINA SHENHUA ENERGY LTD H,0.17,Energy,China
EMRG,XTSLA,BLK CSH FND TREASURY SL AGENCY,0.17,Cash and/or Derivatives,United States
EMRG,EAND,EMIRATES TELECOM,0.17,Communication,United Arab Emirates
EMRG,035420,NAVER CORP,0.17,Communication,Korea (South)
EMRG,006400,SAMSUNG SDI LTD,0.17,Information Technology,Korea (South)
EMRG,MARUTI,MARUTI SUZUKI INDIA LTD,0.16,Consumer Discretionary,India
EMRG,CEMEXCPO,CEMEX CPO,0.16,Materials,Mexico
EMRG,SCCO,SOUTHERN COPPER CORP,0.16,Materials,Peru
EMRG,9987,YUM CHINA HOLDINGS INC,0.16,Consumer Discretionary,China
EMRG,005490,POSCO,0.16,Materials,Korea (South)
EMRG,NTPC,NTPC LTD,0.16,Utilities,India
EMRG,WEGE3,WEG SA,0.16,Industrials,Brazil
EMRG,WALMEX*,WALMART DE MEXICO V,0.15,Consumer Staples,Mexico
EMRG,PBBANK,PUBLIC BANK,0.15,Financials,Malaysia
EMRG,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD,0.15,Health Care,India
EMRG,SBSP3,COMPANHIA DE SANEAMENTO BASICO DE,0.15,Utilities,Brazil
EMRG,028260,SAMSUNG C&T CORP,0.15,Industrials,Korea (South)
EMRG,ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,0.15,Financials,Brazil
EMRG,BEL,BHARAT ELECTRONICS LTD,0.15,Industrials,India
EMRG,TITAN,TITAN COMPANY LTD,0.15,Consumer Discretionary,India
EMRG,1801,INNOVENT BIOLOGICS INC,0.15,Health Care,China
EMRG,TATASTEEL,TATA STEEL LTD,0.15,Materials,India
EMRG,MAYBANK,MALAYAN BANKING,0.15,Financials,Malaysia
EMRG,267260,HD HYUNDAI ELECTRIC LTD,0.14,Industrials,Korea (South)
EMRG,AXIA3,CENTRAIS ELETR BRAS-ELETROBRAS SA,0.14,Utilities,Brazil
EMRG,SHFL,SHRIRAM FINANCE LTD,0.14,Financials,India
EMRG,316140,WOORI FINANCIAL GROUP INC,0.14,Financials,Korea (South)
EMRG,600519,KWEICHOW MOUTAI LTD A,0.14,Consumer Staples,China
EMRG,300750,CONTEMPORARY AMPEREX TECHNOLOGY LT,0.14,Industrials,China
EMRG,2887,TS FINANCIAL HOLDING LTD,0.14,Financials,Taiwan
EMRG,2412,CHUNGHWA TELECOM LTD,0.14,Communication,Taiwan
EMRG,POWERGRID,POWER GRID CORPORATION OF INDIA LT,0.14,Utilities,India
EMRG,2885,YUANTA FINANCIAL HOLDING LTD,0.14,Financials,Taiwan
EMRG,2269,WUXI BIOLOGICS CAYMAN INC,0.14,Health Care,China
EMRG,EMIRATESNBD,EMIRATES NBD,0.14,Financials,United Arab Emirates
EMRG,012330,HYUNDAI MOBIS LTD,0.14,Consumer Discretionary,Korea (South)
EMRG,HINDALCO,HINDALCO INDUSTRIES LTD,0.13,Materials,India
EMRG,2884,E.SUN FINANCIAL HOLDING LTD,0.13,Financials,Taiwan
EMRG,2010,SAUDI BASIC INDUSTRIES,0.13,Materials,Saudi Arabia
EMRG,ABEV3,AMBEV SA,0.13,Consumer Staples,Brazil
EMRG,CIMB,CIMB GROUP HOLDINGS,0.13,Financials,Malaysia
EMRG,ETE,NATIONAL BANK OF GREECE SA,0.13,Financials,Greece
EMRG,ULTRACEMCO,ULTRATECH CEMENT LTD,0.13,Materials,India
EMRG,2886,MEGA FINANCIAL HOLDING LTD,0.13,Financials,Taiwan
EMRG,HCLTECH,HCL TECHNOLOGIES LTD,0.13,Information Technology,India
EMRG,BPAC11,BCO BTG PACTUAL UNT SA,0.13,Financials,Brazil
EMRG,2327,YAGEO CORP,0.13,Information Technology,Taiwan
EMRG,1024,KUAISHOU TECHNOLOGY,0.13,Communication,China
EMRG,386,CHINA PETROLEUM AND CHEMICAL CORP,0.12,Energy,China
EMRG,IMP,IMPALA PLATINUM LTD,0.12,Materials,South Africa
EMRG,1378,CHINA HONGQIAO GROUP LTD,0.12,Materials,China
EMRG,2020,ANTA SPORTS PRODUCTS LTD,0.12,Consumer Discretionary,China
EMRG,BBRI,BANK RAKYAT INDONESIA (PERSERO),0.12,Financials,Indonesia
EMRG,010140,SAMSUNG HEAVY INDUSTRIES LTD,0.12,Industrials,Korea (South)
EMRG,1303,NAN YA PLASTICS CORP,0.12,Materials,Taiwan
EMRG,2328,PICC PROPERTY AND CASUALTY LTD H,0.11,Financials,China
EMRG,6669,WIWYNN CORPORATION CORP,0.11,Information Technology,Taiwan
EMRG,2357,ASUSTEK COMPUTER INC,0.11,Information Technology,Taiwan
EMRG,373220,LG ENERGY SOLUTION LTD,0.11,Industrials,Korea (South)
EMRG,ABG,ABSA GROUP LTD,0.11,Financials,South Africa
EMRG,2890,SINOPAC FINANCIAL HOLDINGS LTD,0.11,Financials,Taiwan
EMRG,3231,WISTRON CORP,0.11,Information Technology,Taiwan
EMRG,PEO,BANK PEKAO SA,0.11,Financials,Poland
EMRG,207940,SAMSUNG BIOLOGICS LTD,0.11,Health Care,Korea (South)
EMRG,ICT,INTERNATIONAL CONTAINER TERMINAL S,0.11,Industrials,Philippines
EMRG,9633,NONGFU SPRING LTD H,0.11,Consumer Staples,China
EMRG,EMBJ3,EMBRAER SA,0.11,Industrials,Brazil
EMRG,KGH,KGHM POLSKA MIEDZ SA,0.11,Materials,Poland
EMRG,ASELS.E,ASELSAN ELEKTRONIK SANAYI VE TICAR,0.11,Industrials,Turkey
EMRG,3665,BIZLINK HOLDING INC,0.11,Industrials,Taiwan
EMRG,5274,ASPEED TECHNOLOGY INC,0.11,Information Technology,Taiwan
EMRG,1109,CHINA RESOURCES LAND LTD,0.11,Real Estate,China
EMRG,032830,SAMSUNG LIFE LTD,0.11,Financials,Korea (South)
EMRG,7769,HONPRECISION INC,0.1,Information Technology,Taiwan
EMRG,TPEIR,PIRAEUS BANK SA,0.1,Financials,Greece
EMRG,PE&OLES*,INDUST PENOLES,0.1,Materials,Mexico
EMRG,009540,HD KOREA SHIPBUILDING & OFFSHORE E,0.1,Industrials,Korea (South)
EMRG,PZU,PZU SA,0.1,Financials,Poland
EMRG,ADCB,ABU DHABI COMMERCIAL BANK,0.1,Financials,United Arab Emirates
EMRG,2368,GOLD CIRCUIT ELECTRONICS LTD,0.1,Information Technology,Taiwan
EMRG,3653,JENTECH PRECISION INDUSTRIAL LTD,0.1,Information Technology,Taiwan
EMRG,1216,UNI-PRESIDENT ENTERPRISES CORP,0.1,Consumer Staples,Taiwan
EMRG,2015,LI AUTO CLASS A INC,0.1,Consumer Discretionary,China
EMRG,SQM.B,SOCIEDAD QUIMICA Y MINERA DE CHILE,0.1,Materials,Chile
EMRG,ADVANC.R,ADVANCED INFO SERVICE NON-VOTING D,0.1,Communication,Thailand
EMRG,9866,NIO CLASS A INC,0.1,Consumer Discretionary,China
EMRG,329180,HD HYUNDAI HEAVY INDUSTRIES LTD,0.1,Industrials,Korea (South)
EMRG,051910,LG CHEM LTD,0.1,Materials,Korea (South)
EMRG,EICHERMOT,EICHER MOTORS LTD,0.1,Consumer Discretionary,India
EMRG,VEDL,VEDANTA LTD,0.1,Materials,India
EMRG,298040,HYOSUNG HEAVY INDUSTRIES CORP,0.1,Industrials,Korea (South)
EMRG,PRIO3,PETRO RIO SA,0.1,Energy,Brazil
EMRG,9926,AKESO INC,0.1,Health Care,China
EMRG,042660,HANWHA OCEAN LTD,0.1,Industrials,Korea (South)
EMRG,EUROB,EUROBANK SA,0.1,Financials,Greece
EMRG,QIBK,QATAR ISLAMIC BANK,0.1,Financials,Qatar
EMRG,2601,CHINA PACIFIC INSURANCE (GROUP) LT,0.1,Financials,China
EMRG,1010,RIYAD BANK,0.1,Financials,Saudi Arabia
EMRG,6869,YANGTZE OPTICAL FIBRE AND CABLE JO,0.1,Information Technology,China
EMRG,EQTL3,EQUATORIAL SA,0.09,Utilities,Brazil
EMRG,2892,FIRST FINANCIAL HOLDING LTD,0.09,Financials,Taiwan
EMRG,2057,ZTO EXPRESS (CAYMAN) INC,0.09,Industrials,China
EMRG,9992,POP MART INTERNATIONAL GROUP LTD,0.09,Consumer Discretionary,China
EMRG,992,LENOVO GROUP LTD,0.09,Information Technology,China
EMRG,2449,KING YUAN ELECTRONICS LTD,0.09,Information Technology,Taiwan
EMRG,ONGC,OIL AND NATURAL GAS LTD,0.09,Energy,India
EMRG,SLM,SANLAM LIMITED LTD,0.09,Financials,South Africa
EMRG,TMCV,TATA MOTORS LTD,0.09,Industrials,India
EMRG,2880,HUA NAN FINANCIAL HOLDINGS LTD,0.09,Financials,Taiwan
EMRG,196170,ALTEOGEN INC,0.09,Health Care,Korea (South)
EMRG,ASIANPAINT,ASIAN PAINTS LTD,0.09,Materials,India
EMRG,047810,KOREA AEROSPACE INDUSTRIES LTD,0.09,Industrials,Korea (South)
EMRG,TVSMOTOR,TVS MOTOR COMPANY LTD,0.09,Consumer Discretionary,India
EMRG,2423,KE HOLDINGS INC,0.09,Real Estate,China
EMRG,033780,KT&G CORP,0.09,Consumer Staples,Korea (South)
EMRG,HTHT,H WORLD GROUP ADR LTD,0.09,Consumer Discretionary,China
EMRG,064350,HYUNDAI-ROTEM,0.09,Industrials,Korea (South)
EMRG,2883,KGI FINANCIAL HOLDING LTD,0.09,Financials,Taiwan
EMRG,9868,XPENG CLASS A INC,0.09,Consumer Discretionary,China
EMRG,PTT.R,PTT NON-VOTING DR PCL,0.09,Energy,Thailand
EMRG,086520,ECOPRO LTD,0.09,Industrials,Korea (South)
EMRG,1060,SAUDI AWWAL BANK,0.09,Financials,Saudi Arabia
EMRG,035720,KAKAO CORP,0.09,Communication,Korea (South)
EMRG,ITC,ITC LTD,0.09,Consumer Staples,India
EMRG,BMRI,BANK MANDIRI (PERSERO),0.09,Financials,Indonesia
EMRG,2301,LITE ON TECHNOLOGY CORP,0.09,Information Technology,Taiwan
EMRG,KRW,KRW CASH,0.09,Cash and/or Derivatives,Korea (South)
EMRG,000720,HYUNDAI ENGINEERING & CONSTRUCTION,0.08,Industrials,Korea (South)
EMRG,INDIGO,INTERGLOBE AVIATION LTD,0.08,Industrials,India
EMRG,RENT3,LOCALIZA RENT A CAR SA,0.08,Industrials,Brazil
EMRG,006800,MIRAE ASSET SECURITIES CO LTD,0.08,Financials,Korea (South)
EMRG,ADIB,ABU DHABI ISLAMIC BANK,0.08,Financials,United Arab Emirates
EMRG,SSW,SIBANYE STILLWATER LTD,0.08,Materials,South Africa
EMRG,NESTLEIND,NESTLE INDIA LTD,0.08,Consumer Staples,India
EMRG,TLKM,TELEKOMUNIKASI INDONESIA,0.08,Communication,Indonesia
EMRG,2020,SABIC AGRI-NUTRIENTS,0.08,Materials,Saudi Arabia
EMRG,ALDAR,ALDAR PROPERTIES,0.08,Real Estate,United Arab Emirates
EMRG,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC Z,0.08,Industrials,India
EMRG,LTM,LATAM AIRLINES GROUP SA,0.08,Industrials,Chile
EMRG,COALINDIA,COAL INDIA LTD,0.08,Energy,India
EMRG,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD,0.08,Health Care,India
EMRG,DSY,DISCOVERY LTD,0.08,Financials,South Africa
EMRG,1347,HUA HONG SEMICONDUCTOR LTD,0.08,Information Technology,China
EMRG,034730,SK INC,0.08,Industrials,Korea (South)
EMRG,HAL,HINDUSTAN AERONAUTICS LTD,0.08,Industrials,India
EMRG,SBILIFE,SBI LIFE INSURANCE COMPANY LTD,0.08,Financials,India
EMRG,1150,ALINMA BANK,0.08,Financials,Saudi Arabia
EMRG,GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,0.08,Industrials,Mexico
EMRG,000810,SAMSUNG FIRE & MARINE INSURANCE LT,0.08,Financials,Korea (South)
EMRG,1093,CSPC PHARMACEUTICAL GROUP LTD,0.08,Health Care,China
EMRG,TENAGA,TENAGA NASIONAL,0.08,Utilities,Malaysia
EMRG,HAR,HARMONY GOLD MINING COMPANY LIMITE,0.08,Materials,South Africa
EMRG,CHILE,BANCO DE CHILE,0.08,Financials,Chile
EMRG,3993,CMOC GROUP LTD,0.08,Materials,China
EMRG,267250,HD HYUNDAI LTD,0.07,Energy,Korea (South)
EMRG,2379,REALTEK SEMICONDUCTOR CORP,0.07,Information Technology,Taiwan
EMRG,1177,SINO BIOPHARMACEUTICAL LTD,0.07,Health Care,China
EMRG,DMART,AVENUE SUPERMARTS LTD,0.07,Consumer Staples,India
EMRG,9901,NEW ORIENTAL EDUCATION & TECHNOLOG,0.07,Consumer Discretionary,China
EMRG,6618,JD HEALTH INTERNATIONAL INC,0.07,Consumer Staples,China
EMRG,2002,CHINA STEEL CORP,0.07,Materials,Taiwan
EMRG,SPL,SANTANDER BANK POLSKA SA,0.07,Financials,Poland
EMRG,PMETAL,PRESS METAL ALUMINIUM HOLDINGS,0.07,Materials,Malaysia
EMRG,BBAS3,BANCO DO BRASIL SA,0.07,Financials,Brazil
EMRG,998,CHINA CITIC BANK CORP LTD H,0.07,Financials,China
EMRG,PFCIBEST,GRUPO CIBEST PREF SA,0.07,Financials,Colombia
EMRG,TECHM,TECH MAHINDRA LTD,0.07,Information Technology,India
EMRG,BID,BID CORPORATION LTD,0.07,Consumer Staples,South Africa
EMRG,DIVISLAB,DIVIS LABORATORIES LTD,0.07,Health Care,India
EMRG,010120,LS ELECTRIC LTD,0.07,Industrials,Korea (South)
EMRG,3328,BANK OF COMMUNICATIONS LTD H,0.07,Financials,China
EMRG,MAXHEALTH,MAX HEALTHCARE INSTITUTE LTD,0.07,Health Care,India
EMRG,CPALL.R,CP ALL NON-VOTING DR PCL,0.07,Consumer Staples,Thailand
EMRG,JSWSTEEL,JSW STEEL LTD,0.07,Materials,India
EMRG,XP,XP CLASS A INC,0.07,Financials,Brazil
EMRG,2338,WEICHAI POWER LTD H,0.07,Industrials,China
EMRG,079550,LIG NEX1 LTD,0.07,Industrials,Korea (South)
EMRG,GRASIM,GRASIM INDUSTRIES LTD,0.07,Materials,India
EMRG,SHP,SHOPRITE HOLDINGS LTD,0.07,Consumer Staples,South Africa
EMRG,5880,TAIWAN COOPERATIVE FINANCIAL HOLDI,0.07,Financials,Taiwan
EMRG,042700,HANMI SEMICONDUCTOR LTD,0.07,Information Technology,Korea (South)
EMRG,GULF.R,GULF DEVELOPMENT NON-VOTING DR PCL,0.07,Utilities,Thailand
EMRG,066570,LG ELECTRONICS INC,0.07,Consumer Discretionary,Korea (South)
EMRG,3750,CONTEMPORARY AMPEREX TECHNOLOGY LT,0.07,Industrials,China
EMRG,ASII,ASTRA INTERNATIONAL,0.07,Industrials,Indonesia
EMRG,BAJAJFINSV,BAJAJ FINSERV LTD,0.07,Financials,India
EMRG,JBS,JBS N V NV CLASS A,0.07,Consumer Staples,Brazil
EMRG,CIPLA,CIPLA LTD,0.07,Health Care,India
EMRG,3692,HANSOH PHARMACEUTICAL GROUP LTD,0.07,Health Care,China
EMRG,BIMAS.E,BIM BIRLESIK MAGAZALAR A,0.07,Consumer Staples,Turkey
EMRG,015760,KOREA ELECTRIC POWER CORP,0.07,Utilities,Korea (South)
EMRG,NED,NEDBANK GROUP LTD,0.07,Financials,South Africa
EMRG,TRENT,TRENT LTD,0.07,Consumer Discretionary,India
EMRG,CUMMINSIND,CUMMINS INDIA LTD,0.07,Industrials,India
EMRG,NPH,NORTHAM PLATINUM HLDGS LTD,0.07,Materials,South Africa
EMRG,CEZ,CEZ,0.07,Utilities,Czech Republic
EMRG,JIOFIN,JIO FINANCIAL SERVICES LTD,0.07,Financials,India
EMRG,ALPHA,ALPHA BANK SA,0.07,Financials,Greece
EMRG,3443,GLOBAL UNICHIP CORP,0.07,Information Technology,Taiwan
EMRG,3661,ALCHIP TECHNOLOGIES LTD,0.07,Information Technology,Taiwan
EMRG,PFC,POWER FINANCE CORPORATION LTD,0.06,Financials,India
EMRG,TATACONSUM,TATA CONSUMER PRODUCTS LTD,0.06,Consumer Staples,India
EMRG,HEROMOTOCO,HERO MOTOCORP LTD,0.06,Consumer Discretionary,India
EMRG,2331,LI NING LTD,0.06,Consumer Discretionary,China
EMRG,272210,HANWHA SYSTEMS LTD,0.06,Industrials,Korea (South)
EMRG,20,SENSETIME GROUP CLASS B INC,0.06,Information Technology,China
EMRG,2603,EVERGREEN MARINE CORP (TAIWAN) LTD,0.06,Industrials,Taiwan
EMRG,7020,ETIHAD ETISALAT,0.06,Communication,Saudi Arabia
EMRG,2688,ENN ENERGY HOLDINGS LTD,0.06,Utilities,China
EMRG,2082,ACWA POWER CO,0.06,Utilities,Saudi Arabia
EMRG,TATAPOWER,TATA POWER LTD,0.06,Utilities,India
EMRG,071050,KOREA INVESTMENT HOLDINGS LTD,0.06,Financials,Korea (South)
EMRG,VIVT3,TELEFONICA BRASIL SA,0.06,Communication,Brazil
EMRG,2359,WUXI APPTEC LTD H,0.06,Health Care,China
EMRG,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,0.06,Financials,India
EMRG,1339,THE PEOPLES INSURANCE CO (GROUP),0.06,Financials,China
EMRG,BDMS.R,BANGKOK DUSIT MEDICAL SERVICES NON,0.06,Health Care,Thailand
EMRG,PTTEP.R,PTT EXPLORATION AND PRODUCTION NON,0.06,Energy,Thailand
EMRG,278470,APR LTD,0.06,Consumer Staples,Korea (South)
EMRG,600036,CHINA MERCHANTS BANK LTD A,0.06,Financials,China
EMRG,3034,NOVATEK MICROELECTRONICS CORP,0.06,Information Technology,Taiwan
EMRG,BAJAJ-AUTO,BAJAJ AUTO LTD,0.06,Consumer Discretionary,India
EMRG,000150,DOOSAN CORP,0.06,Industrials,Korea (South)
EMRG,CPLE3,CIA PARANAENSE DE ENERGIA COPEL,0.06,Utilities,Brazil
EMRG,PERSISTENT,PERSISTENT SYSTEMS LTD,0.06,Information Technology,India
EMRG,017670,SK TELECOM LTD,0.06,Communication,Korea (South)
EMRG,SUZB3,SUZANO SA,0.06,Materials,Brazil
EMRG,COMI,COMMERCIAL INTERNATIONAL BANK EGYP,0.06,Financials,Egypt
EMRG,267,CITIC LTD,0.06,Industrials,China
EMRG,2319,CHINA MENGNIU DAIRY LTD,0.06,Consumer Staples,China
EMRG,RDOR3,REDE DOR SAO LUIZ SA,0.06,Health Care,Brazil
EMRG,1050,BANQUE SAUDI FRANSI,0.06,Financials,Saudi Arabia
EMRG,VBL,VARUN BEVERAGES LTD,0.06,Consumer Staples,India
EMRG,6690,HAIER SMART HOME CLASS H LTD H,0.06,Consumer Discretionary,China
EMRG,LUPIN,LUPIN LTD,0.06,Health Care,India
EMRG,4958,ZHEN DING TECHNOLOGY HOLDING LTD,0.06,Information Technology,Taiwan
EMRG,INDUSTOWER,INDUS TOWERS LTD,0.06,Communication,India
EMRG,AC*,ARCA CONTINENTAL,0.06,Consumer Staples,Mexico
EMRG,ETERNAL,ETERNAL LTD,0.06,Consumer Discretionary,India
EMRG,RADL3,RAIA DROGASIL,0.06,Consumer Staples,Brazil
EMRG,247540,ECOPRO BM LTD,0.06,Industrials,Korea (South)
EMRG,TMPV,TATA MOTORS PASSENGER VEHICLES LTD,0.06,Consumer Discretionary,India
EMRG,SOL,SASOL LTD,0.06,Materials,South Africa
EMRG,3008,LARGAN PRECISION LTD,0.06,Information Technology,Taiwan
EMRG,DRREDDY,DR REDDYS LABORATORIES LTD,0.06,Health Care,India
EMRG,300308,ZHONGJI INNOLIGHT LTD A,0.06,Information Technology,China
EMRG,VBBR3,VIBRA ENERGIA SA,0.06,Consumer Discretionary,Brazil
EMRG,CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINAN,0.06,Financials,India
EMRG,LPP,LPP SA,0.06,Consumer Discretionary,Poland
EMRG,BRITANNIA,BRITANNIA INDUSTRIES LTD,0.06,Consumer Staples,India
EMRG,601138,FOXCONN INDUSTRIAL INTERNET LTD A,0.06,Information Technology,China
EMRG,1818,ZHAOJIN MINING INDUSTRY LTD H,0.06,Materials,China
EMRG,AOT.R,AIRPORTS OF THAILAND NON-VOTING DR,0.06,Industrials,Thailand
EMRG,REM,REMGRO LTD,0.05,Financials,South Africa
